student,vak,activiteit,zaal,dag,tijdslot
Kimmy,Collectieve Intelligentie,h3,C1.112,Dag2,9
Laurentia,Collectieve Intelligentie,h3,C1.112,Dag2,9
Liedeke,Collectieve Intelligentie,h3,C1.112,Dag2,9
Marcellus,Collectieve Intelligentie,h3,C1.112,Dag2,9
Marck,Collectieve Intelligentie,h3,C1.112,Dag2,9
Marco,Collectieve Intelligentie,h3,C1.112,Dag2,9
Marije,Collectieve Intelligentie,h3,C1.112,Dag2,9
Marrie,Collectieve Intelligentie,h3,C1.112,Dag2,9
Matisse,Collectieve Intelligentie,h3,C1.112,Dag2,9
Matthijs,Collectieve Intelligentie,h3,C1.112,Dag2,9
Matz,Collectieve Intelligentie,h3,C1.112,Dag2,9
Miquel,Collectieve Intelligentie,h3,C1.112,Dag2,9
Priscillia,Collectieve Intelligentie,h3,C1.112,Dag2,9
Ravi,Collectieve Intelligentie,h3,C1.112,Dag2,9
Reduan,Collectieve Intelligentie,h3,C1.112,Dag2,9
Rhona,Collectieve Intelligentie,h3,C1.112,Dag2,9
Romello,Collectieve Intelligentie,h3,C1.112,Dag2,9
Sanne,Collectieve Intelligentie,h3,C1.112,Dag2,9
Shannon,Collectieve Intelligentie,h3,C1.112,Dag2,9
Sharan,Collectieve Intelligentie,h3,C1.112,Dag2,9
Shawny,Collectieve Intelligentie,h3,C1.112,Dag2,9
Silvie,Collectieve Intelligentie,h3,C1.112,Dag2,9
Sivar,Collectieve Intelligentie,h3,C1.112,Dag2,9
Sohrab,Collectieve Intelligentie,h3,C1.112,Dag2,9
Solane,Collectieve Intelligentie,h3,C1.112,Dag2,9
Titia,Collectieve Intelligentie,h3,C1.112,Dag2,9
Valery,Collectieve Intelligentie,h3,C1.112,Dag2,9
Vincent,Collectieve Intelligentie,h3,C1.112,Dag2,9
Virginie,Collectieve Intelligentie,h3,C1.112,Dag2,9
Wafa,Collectieve Intelligentie,h3,C1.112,Dag2,9
Wichard,Collectieve Intelligentie,h3,C1.112,Dag2,9
Xander,Collectieve Intelligentie,h3,C1.112,Dag2,9
Ylse,Collectieve Intelligentie,h3,C1.112,Dag2,9
Ard,Collectieve Intelligentie,w1,A1.04,Dag2,11
Aya,Collectieve Intelligentie,w1,A1.04,Dag2,11
Bjorn,Collectieve Intelligentie,w1,A1.04,Dag2,11
Bobby,Collectieve Intelligentie,w1,A1.04,Dag2,11
Brigitta,Collectieve Intelligentie,w1,A1.04,Dag2,11
Buck,Collectieve Intelligentie,w1,A1.04,Dag2,11
Casimir,Collectieve Intelligentie,w1,A1.04,Dag2,11
Christiana,Collectieve Intelligentie,w1,A1.04,Dag2,11
Daisy,Collectieve Intelligentie,w1,A1.04,Dag2,11
Edin,Collectieve Intelligentie,w1,A1.04,Dag2,11
Ella,Collectieve Intelligentie,w1,A1.04,Dag2,11
Emme,Collectieve Intelligentie,w1,A1.04,Dag2,11
Enes,Collectieve Intelligentie,w1,A1.04,Dag2,11
Evi,Collectieve Intelligentie,w1,A1.04,Dag2,11
Fatime,Collectieve Intelligentie,w1,A1.04,Dag2,11
Felien,Collectieve Intelligentie,w1,A1.04,Dag2,11
Femia,Collectieve Intelligentie,w1,A1.04,Dag2,11
Geerte,Collectieve Intelligentie,w1,A1.04,Dag2,11
Harke,Collectieve Intelligentie,w1,A1.04,Dag2,11
Harwin,Collectieve Intelligentie,w1,A1.04,Dag2,11
Hetty,Collectieve Intelligentie,w1,A1.06,Dag2,11
Inger,Collectieve Intelligentie,w1,A1.06,Dag2,11
Jenske,Collectieve Intelligentie,w1,A1.06,Dag2,11
Jimi,Collectieve Intelligentie,w1,A1.06,Dag2,11
Jiri,Collectieve Intelligentie,w1,A1.06,Dag2,11
Jorren,Collectieve Intelligentie,w1,A1.06,Dag2,11
Jos,Collectieve Intelligentie,w1,A1.06,Dag2,11
Karolina,Collectieve Intelligentie,w1,A1.06,Dag2,11
Kimmy,Collectieve Intelligentie,w1,A1.06,Dag2,11
Laurentia,Collectieve Intelligentie,w1,A1.06,Dag2,11
Liedeke,Collectieve Intelligentie,w1,A1.06,Dag2,11
Marcellus,Collectieve Intelligentie,w1,A1.06,Dag2,11
Marck,Collectieve Intelligentie,w1,A1.06,Dag2,11
Marco,Collectieve Intelligentie,w1,A1.06,Dag2,11
Marije,Collectieve Intelligentie,w1,A1.06,Dag2,11
Marrie,Collectieve Intelligentie,w1,A1.06,Dag2,11
Matisse,Collectieve Intelligentie,w1,A1.06,Dag2,11
Matthijs,Collectieve Intelligentie,w1,A1.06,Dag2,11
Matz,Collectieve Intelligentie,w1,A1.06,Dag2,11
Miquel,Collectieve Intelligentie,w1,A1.06,Dag2,11
Priscillia,Collectieve Intelligentie,w1,A1.08,Dag2,11
Ravi,Collectieve Intelligentie,w1,A1.08,Dag2,11
Reduan,Collectieve Intelligentie,w1,A1.08,Dag2,11
Rhona,Collectieve Intelligentie,w1,A1.08,Dag2,11
Romello,Collectieve Intelligentie,w1,A1.08,Dag2,11
Sanne,Collectieve Intelligentie,w1,A1.08,Dag2,11
Shannon,Collectieve Intelligentie,w1,A1.08,Dag2,11
Sharan,Collectieve Intelligentie,w1,A1.08,Dag2,11
Shawny,Collectieve Intelligentie,w1,A1.08,Dag2,11
Silvie,Collectieve Intelligentie,w1,A1.08,Dag2,11
Sivar,Collectieve Intelligentie,w1,A1.08,Dag2,11
Sohrab,Collectieve Intelligentie,w1,A1.08,Dag2,11
Solane,Collectieve Intelligentie,w1,A1.08,Dag2,11
Titia,Collectieve Intelligentie,w1,A1.08,Dag2,11
Valery,Collectieve Intelligentie,w1,A1.08,Dag2,11
Vincent,Collectieve Intelligentie,w1,A1.08,Dag2,11
Virginie,Collectieve Intelligentie,w1,A1.08,Dag2,11
Wafa,Collectieve Intelligentie,w1,A1.08,Dag2,11
Wichard,Collectieve Intelligentie,w1,A1.08,Dag2,11
Xander,Collectieve Intelligentie,w1,A1.08,Dag2,11
Ylse,Collectieve Intelligentie,w1,A1.10,Dag2,11
Ard,Collectieve Intelligentie,p1,B0.201,Dag2,11
Aya,Collectieve Intelligentie,p1,B0.201,Dag2,11
Bjorn,Collectieve Intelligentie,p1,B0.201,Dag2,11
Bobby,Collectieve Intelligentie,p1,B0.201,Dag2,11
Brigitta,Collectieve Intelligentie,p1,B0.201,Dag2,11
Buck,Collectieve Intelligentie,p1,B0.201,Dag2,11
Casimir,Collectieve Intelligentie,p1,B0.201,Dag2,11
Christiana,Collectieve Intelligentie,p1,B0.201,Dag2,11
Daisy,Collectieve Intelligentie,p1,B0.201,Dag2,11
Edin,Collectieve Intelligentie,p1,B0.201,Dag2,11
Ella,Collectieve Intelligentie,p1,B0.201,Dag2,11
Emme,Collectieve Intelligentie,p1,B0.201,Dag2,11
Enes,Collectieve Intelligentie,p1,B0.201,Dag2,11
Evi,Collectieve Intelligentie,p1,B0.201,Dag2,11
Fatime,Collectieve Intelligentie,p1,B0.201,Dag2,11
Felien,Collectieve Intelligentie,p1,B0.201,Dag2,11
Femia,Collectieve Intelligentie,p1,B0.201,Dag2,11
Geerte,Collectieve Intelligentie,p1,B0.201,Dag2,11
Harke,Collectieve Intelligentie,p1,B0.201,Dag2,11
Harwin,Collectieve Intelligentie,p1,B0.201,Dag2,11
Hetty,Collectieve Intelligentie,p1,C0.110,Dag2,11
Inger,Collectieve Intelligentie,p1,C0.110,Dag2,11
Jenske,Collectieve Intelligentie,p1,C0.110,Dag2,11
Jimi,Collectieve Intelligentie,p1,C0.110,Dag2,11
Jiri,Collectieve Intelligentie,p1,C0.110,Dag2,11
Jorren,Collectieve Intelligentie,p1,C0.110,Dag2,11
Jos,Collectieve Intelligentie,p1,C0.110,Dag2,11
Karolina,Collectieve Intelligentie,p1,C0.110,Dag2,11
Kimmy,Collectieve Intelligentie,p1,C0.110,Dag2,11
Laurentia,Collectieve Intelligentie,p1,C0.110,Dag2,11
Liedeke,Collectieve Intelligentie,p1,C0.110,Dag2,11
Marcellus,Collectieve Intelligentie,p1,C0.110,Dag2,11
Marck,Collectieve Intelligentie,p1,C0.110,Dag2,11
Marco,Collectieve Intelligentie,p1,C0.110,Dag2,11
Marije,Collectieve Intelligentie,p1,C0.110,Dag2,11
Marrie,Collectieve Intelligentie,p1,C0.110,Dag2,11
Matisse,Collectieve Intelligentie,p1,C0.110,Dag2,11
Matthijs,Collectieve Intelligentie,p1,C0.110,Dag2,11
Matz,Collectieve Intelligentie,p1,C0.110,Dag2,11
Miquel,Collectieve Intelligentie,p1,C0.110,Dag2,11
Priscillia,Collectieve Intelligentie,p1,C1.112,Dag2,11
Ravi,Collectieve Intelligentie,p1,C1.112,Dag2,11
Reduan,Collectieve Intelligentie,p1,C1.112,Dag2,11
Rhona,Collectieve Intelligentie,p1,C1.112,Dag2,11
Romello,Collectieve Intelligentie,p1,C1.112,Dag2,11
Sanne,Collectieve Intelligentie,p1,C1.112,Dag2,11
Shannon,Collectieve Intelligentie,p1,C1.112,Dag2,11
Sharan,Collectieve Intelligentie,p1,C1.112,Dag2,11
Shawny,Collectieve Intelligentie,p1,C1.112,Dag2,11
Silvie,Collectieve Intelligentie,p1,C1.112,Dag2,11
Sivar,Collectieve Intelligentie,p1,C1.112,Dag2,11
Sohrab,Collectieve Intelligentie,p1,C1.112,Dag2,11
Solane,Collectieve Intelligentie,p1,C1.112,Dag2,11
Titia,Collectieve Intelligentie,p1,C1.112,Dag2,11
Valery,Collectieve Intelligentie,p1,C1.112,Dag2,11
Vincent,Collectieve Intelligentie,p1,C1.112,Dag2,11
Virginie,Collectieve Intelligentie,p1,C1.112,Dag2,11
Wafa,Collectieve Intelligentie,p1,C1.112,Dag2,11
Wichard,Collectieve Intelligentie,p1,C1.112,Dag2,11
Xander,Collectieve Intelligentie,p1,C1.112,Dag2,11
Ylse,Collectieve Intelligentie,p1,A1.04,Dag2,13
Aart,Compilerbouw,h1,A1.06,Dag2,13
Abdelkader,Compilerbouw,h1,A1.06,Dag2,13
Aidan,Compilerbouw,h1,A1.06,Dag2,13
Amadou,Compilerbouw,h1,A1.06,Dag2,13
Antonius,Compilerbouw,h1,A1.06,Dag2,13
Arnela,Compilerbouw,h1,A1.06,Dag2,13
Bauke,Compilerbouw,h1,A1.06,Dag2,13
Bodie,Compilerbouw,h1,A1.06,Dag2,13
Brecht,Compilerbouw,h1,A1.06,Dag2,13
Carmela,Compilerbouw,h1,A1.06,Dag2,13
Ceren,Compilerbouw,h1,A1.06,Dag2,13
Daisy,Compilerbouw,h1,A1.06,Dag2,13
Dana,Compilerbouw,h1,A1.06,Dag2,13
Deacon,Compilerbouw,h1,A1.06,Dag2,13
Doede,Compilerbouw,h1,A1.06,Dag2,13
Dragana,Compilerbouw,h1,A1.06,Dag2,13
Eleanora,Compilerbouw,h1,A1.06,Dag2,13
Emircan,Compilerbouw,h1,A1.06,Dag2,13
Enrico,Compilerbouw,h1,A1.06,Dag2,13
Evelyn,Compilerbouw,h1,A1.06,Dag2,13
Farah,Compilerbouw,h1,A1.06,Dag2,13
Federico,Compilerbouw,h1,A1.06,Dag2,13
Filipe,Compilerbouw,h1,A1.06,Dag2,13
Geerte,Compilerbouw,h1,A1.06,Dag2,13
George,Compilerbouw,h1,A1.06,Dag2,13
Gradus,Compilerbouw,h1,A1.06,Dag2,13
Heiltje,Compilerbouw,h1,A1.06,Dag2,13
Jaro,Compilerbouw,h1,A1.06,Dag2,13
Jonah,Compilerbouw,h1,A1.06,Dag2,13
Jorike,Compilerbouw,h1,A1.06,Dag2,13
Jos,Compilerbouw,h1,A1.06,Dag2,13
Joshi,Compilerbouw,h1,A1.06,Dag2,13
Karim,Compilerbouw,h1,A1.06,Dag2,13
Lammigje,Compilerbouw,h1,A1.06,Dag2,13
Le,Compilerbouw,h1,A1.06,Dag2,13
Lenne,Compilerbouw,h1,A1.06,Dag2,13
Leon,Compilerbouw,h1,A1.06,Dag2,13
Lucienne,Compilerbouw,h1,A1.06,Dag2,13
Lysbeth,Compilerbouw,h1,A1.06,Dag2,13
Martin,Compilerbouw,h1,A1.06,Dag2,13
Matisse,Compilerbouw,h1,A1.06,Dag2,13
Mattijs,Compilerbouw,h1,A1.06,Dag2,13
Meta,Compilerbouw,h1,A1.06,Dag2,13
Mitzi,Compilerbouw,h1,A1.06,Dag2,13
Nadien,Compilerbouw,h1,A1.06,Dag2,13
Nanette,Compilerbouw,h1,A1.06,Dag2,13
Noud,Compilerbouw,h1,A1.06,Dag2,13
Nygel,Compilerbouw,h1,A1.06,Dag2,13
Olaf,Compilerbouw,h1,A1.06,Dag2,13
Patricia,Compilerbouw,h1,A1.06,Dag2,13
Rayen,Compilerbouw,h1,A1.06,Dag2,13
Redouane,Compilerbouw,h1,A1.06,Dag2,13
Reduan,Compilerbouw,h1,A1.06,Dag2,13
Rieke,Compilerbouw,h1,A1.06,Dag2,13
Sanja,Compilerbouw,h1,A1.06,Dag2,13
Scotty,Compilerbouw,h1,A1.06,Dag2,13
Sharan,Compilerbouw,h1,A1.06,Dag2,13
Sien,Compilerbouw,h1,A1.06,Dag2,13
Solomon,Compilerbouw,h1,A1.06,Dag2,13
Stephano,Compilerbouw,h1,A1.06,Dag2,13
Tea,Compilerbouw,h1,A1.06,Dag2,13
Thijn,Compilerbouw,h1,A1.06,Dag2,13
Titia,Compilerbouw,h1,A1.06,Dag2,13
Tom,Compilerbouw,h1,A1.06,Dag2,13
Valery,Compilerbouw,h1,A1.06,Dag2,13
Wannes,Compilerbouw,h1,A1.06,Dag2,13
Wytske,Compilerbouw,h1,A1.06,Dag2,13
Yalda,Compilerbouw,h1,A1.06,Dag2,13
Yunus,Compilerbouw,h1,A1.06,Dag2,13
Aart,Compilerbouw,h2,A1.08,Dag2,13
Abdelkader,Compilerbouw,h2,A1.08,Dag2,13
Aidan,Compilerbouw,h2,A1.08,Dag2,13
Amadou,Compilerbouw,h2,A1.08,Dag2,13
Antonius,Compilerbouw,h2,A1.08,Dag2,13
Arnela,Compilerbouw,h2,A1.08,Dag2,13
Bauke,Compilerbouw,h2,A1.08,Dag2,13
Bodie,Compilerbouw,h2,A1.08,Dag2,13
Brecht,Compilerbouw,h2,A1.08,Dag2,13
Carmela,Compilerbouw,h2,A1.08,Dag2,13
Ceren,Compilerbouw,h2,A1.08,Dag2,13
Daisy,Compilerbouw,h2,A1.08,Dag2,13
Dana,Compilerbouw,h2,A1.08,Dag2,13
Deacon,Compilerbouw,h2,A1.08,Dag2,13
Doede,Compilerbouw,h2,A1.08,Dag2,13
Dragana,Compilerbouw,h2,A1.08,Dag2,13
Eleanora,Compilerbouw,h2,A1.08,Dag2,13
Emircan,Compilerbouw,h2,A1.08,Dag2,13
Enrico,Compilerbouw,h2,A1.08,Dag2,13
Evelyn,Compilerbouw,h2,A1.08,Dag2,13
Farah,Compilerbouw,h2,A1.08,Dag2,13
Federico,Compilerbouw,h2,A1.08,Dag2,13
Filipe,Compilerbouw,h2,A1.08,Dag2,13
Geerte,Compilerbouw,h2,A1.08,Dag2,13
George,Compilerbouw,h2,A1.08,Dag2,13
Gradus,Compilerbouw,h2,A1.08,Dag2,13
Heiltje,Compilerbouw,h2,A1.08,Dag2,13
Jaro,Compilerbouw,h2,A1.08,Dag2,13
Jonah,Compilerbouw,h2,A1.08,Dag2,13
Jorike,Compilerbouw,h2,A1.08,Dag2,13
Jos,Compilerbouw,h2,A1.08,Dag2,13
Joshi,Compilerbouw,h2,A1.08,Dag2,13
Karim,Compilerbouw,h2,A1.08,Dag2,13
Lammigje,Compilerbouw,h2,A1.08,Dag2,13
Le,Compilerbouw,h2,A1.08,Dag2,13
Lenne,Compilerbouw,h2,A1.08,Dag2,13
Leon,Compilerbouw,h2,A1.08,Dag2,13
Lucienne,Compilerbouw,h2,A1.08,Dag2,13
Lysbeth,Compilerbouw,h2,A1.08,Dag2,13
Martin,Compilerbouw,h2,A1.08,Dag2,13
Matisse,Compilerbouw,h2,A1.08,Dag2,13
Mattijs,Compilerbouw,h2,A1.08,Dag2,13
Meta,Compilerbouw,h2,A1.08,Dag2,13
Mitzi,Compilerbouw,h2,A1.08,Dag2,13
Nadien,Compilerbouw,h2,A1.08,Dag2,13
Nanette,Compilerbouw,h2,A1.08,Dag2,13
Noud,Compilerbouw,h2,A1.08,Dag2,13
Nygel,Compilerbouw,h2,A1.08,Dag2,13
Olaf,Compilerbouw,h2,A1.08,Dag2,13
Patricia,Compilerbouw,h2,A1.08,Dag2,13
Rayen,Compilerbouw,h2,A1.08,Dag2,13
Redouane,Compilerbouw,h2,A1.08,Dag2,13
Reduan,Compilerbouw,h2,A1.08,Dag2,13
Rieke,Compilerbouw,h2,A1.08,Dag2,13
Sanja,Compilerbouw,h2,A1.08,Dag2,13
Scotty,Compilerbouw,h2,A1.08,Dag2,13
Sharan,Compilerbouw,h2,A1.08,Dag2,13
Sien,Compilerbouw,h2,A1.08,Dag2,13
Solomon,Compilerbouw,h2,A1.08,Dag2,13
Stephano,Compilerbouw,h2,A1.08,Dag2,13
Tea,Compilerbouw,h2,A1.08,Dag2,13
Thijn,Compilerbouw,h2,A1.08,Dag2,13
Titia,Compilerbouw,h2,A1.08,Dag2,13
Tom,Compilerbouw,h2,A1.08,Dag2,13
Valery,Compilerbouw,h2,A1.08,Dag2,13
Wannes,Compilerbouw,h2,A1.08,Dag2,13
Wytske,Compilerbouw,h2,A1.08,Dag2,13
Yalda,Compilerbouw,h2,A1.08,Dag2,13
Yunus,Compilerbouw,h2,A1.08,Dag2,13
Aart,Compilerbouw,w1,A1.10,Dag2,13
Abdelkader,Compilerbouw,w1,A1.10,Dag2,13
Aidan,Compilerbouw,w1,A1.10,Dag2,13
Amadou,Compilerbouw,w1,A1.10,Dag2,13
Antonius,Compilerbouw,w1,A1.10,Dag2,13
Arnela,Compilerbouw,w1,A1.10,Dag2,13
Bauke,Compilerbouw,w1,A1.10,Dag2,13
Bodie,Compilerbouw,w1,A1.10,Dag2,13
Brecht,Compilerbouw,w1,A1.10,Dag2,13
Carmela,Compilerbouw,w1,A1.10,Dag2,13
Ceren,Compilerbouw,w1,A1.10,Dag2,13
Daisy,Compilerbouw,w1,A1.10,Dag2,13
Dana,Compilerbouw,w1,A1.10,Dag2,13
Deacon,Compilerbouw,w1,A1.10,Dag2,13
Doede,Compilerbouw,w1,A1.10,Dag2,13
Dragana,Compilerbouw,w1,A1.10,Dag2,13
Eleanora,Compilerbouw,w1,A1.10,Dag2,13
Emircan,Compilerbouw,w1,A1.10,Dag2,13
Enrico,Compilerbouw,w1,A1.10,Dag2,13
Evelyn,Compilerbouw,w1,A1.10,Dag2,13
Farah,Compilerbouw,w1,A1.10,Dag2,13
Federico,Compilerbouw,w1,A1.10,Dag2,13
Filipe,Compilerbouw,w1,A1.10,Dag2,13
Geerte,Compilerbouw,w1,A1.10,Dag2,13
George,Compilerbouw,w1,A1.10,Dag2,13
Gradus,Compilerbouw,w1,A1.10,Dag2,13
Heiltje,Compilerbouw,w1,A1.10,Dag2,13
Jaro,Compilerbouw,w1,A1.10,Dag2,13
Jonah,Compilerbouw,w1,A1.10,Dag2,13
Jorike,Compilerbouw,w1,A1.10,Dag2,13
Jos,Compilerbouw,w1,A1.10,Dag2,13
Joshi,Compilerbouw,w1,A1.10,Dag2,13
Karim,Compilerbouw,w1,A1.10,Dag2,13
Lammigje,Compilerbouw,w1,A1.10,Dag2,13
Le,Compilerbouw,w1,A1.10,Dag2,13
Lenne,Compilerbouw,w1,A1.10,Dag2,13
Leon,Compilerbouw,w1,A1.10,Dag2,13
Lucienne,Compilerbouw,w1,A1.10,Dag2,13
Lysbeth,Compilerbouw,w1,A1.10,Dag2,13
Martin,Compilerbouw,w1,A1.10,Dag2,13
Matisse,Compilerbouw,w1,B0.201,Dag2,13
Mattijs,Compilerbouw,w1,B0.201,Dag2,13
Meta,Compilerbouw,w1,B0.201,Dag2,13
Mitzi,Compilerbouw,w1,B0.201,Dag2,13
Nadien,Compilerbouw,w1,B0.201,Dag2,13
Nanette,Compilerbouw,w1,B0.201,Dag2,13
Noud,Compilerbouw,w1,B0.201,Dag2,13
Nygel,Compilerbouw,w1,B0.201,Dag2,13
Olaf,Compilerbouw,w1,B0.201,Dag2,13
Patricia,Compilerbouw,w1,B0.201,Dag2,13
Rayen,Compilerbouw,w1,B0.201,Dag2,13
Redouane,Compilerbouw,w1,B0.201,Dag2,13
Reduan,Compilerbouw,w1,B0.201,Dag2,13
Rieke,Compilerbouw,w1,B0.201,Dag2,13
Sanja,Compilerbouw,w1,B0.201,Dag2,13
Scotty,Compilerbouw,w1,B0.201,Dag2,13
Sharan,Compilerbouw,w1,B0.201,Dag2,13
Sien,Compilerbouw,w1,B0.201,Dag2,13
Solomon,Compilerbouw,w1,B0.201,Dag2,13
Stephano,Compilerbouw,w1,B0.201,Dag2,13
Tea,Compilerbouw,w1,B0.201,Dag2,13
Thijn,Compilerbouw,w1,B0.201,Dag2,13
Titia,Compilerbouw,w1,B0.201,Dag2,13
Tom,Compilerbouw,w1,B0.201,Dag2,13
Valery,Compilerbouw,w1,B0.201,Dag2,13
Wannes,Compilerbouw,w1,B0.201,Dag2,13
Wytske,Compilerbouw,w1,B0.201,Dag2,13
Yalda,Compilerbouw,w1,B0.201,Dag2,13
Yunus,Compilerbouw,w1,B0.201,Dag2,13
Aart,Compilerbouw,p1,C0.110,Dag2,13
Abdelkader,Compilerbouw,p1,C0.110,Dag2,13
Aidan,Compilerbouw,p1,C0.110,Dag2,13
Amadou,Compilerbouw,p1,C0.110,Dag2,13
Antonius,Compilerbouw,p1,C0.110,Dag2,13
Arnela,Compilerbouw,p1,C0.110,Dag2,13
Bauke,Compilerbouw,p1,C0.110,Dag2,13
Bodie,Compilerbouw,p1,C0.110,Dag2,13
Brecht,Compilerbouw,p1,C0.110,Dag2,13
Carmela,Compilerbouw,p1,C0.110,Dag2,13
Ceren,Compilerbouw,p1,C0.110,Dag2,13
Daisy,Compilerbouw,p1,C0.110,Dag2,13
Dana,Compilerbouw,p1,C0.110,Dag2,13
Deacon,Compilerbouw,p1,C0.110,Dag2,13
Doede,Compilerbouw,p1,C0.110,Dag2,13
Dragana,Compilerbouw,p1,C0.110,Dag2,13
Eleanora,Compilerbouw,p1,C0.110,Dag2,13
Emircan,Compilerbouw,p1,C0.110,Dag2,13
Enrico,Compilerbouw,p1,C0.110,Dag2,13
Evelyn,Compilerbouw,p1,C0.110,Dag2,13
Farah,Compilerbouw,p1,C0.110,Dag2,13
Federico,Compilerbouw,p1,C0.110,Dag2,13
Filipe,Compilerbouw,p1,C0.110,Dag2,13
Geerte,Compilerbouw,p1,C0.110,Dag2,13
George,Compilerbouw,p1,C0.110,Dag2,13
Gradus,Compilerbouw,p1,C0.110,Dag2,13
Heiltje,Compilerbouw,p1,C0.110,Dag2,13
Jaro,Compilerbouw,p1,C0.110,Dag2,13
Jonah,Compilerbouw,p1,C0.110,Dag2,13
Jorike,Compilerbouw,p1,C0.110,Dag2,13
Jos,Compilerbouw,p1,C0.110,Dag2,13
Joshi,Compilerbouw,p1,C0.110,Dag2,13
Karim,Compilerbouw,p1,C0.110,Dag2,13
Lammigje,Compilerbouw,p1,C0.110,Dag2,13
Le,Compilerbouw,p1,C0.110,Dag2,13
Lenne,Compilerbouw,p1,C0.110,Dag2,13
Leon,Compilerbouw,p1,C0.110,Dag2,13
Lucienne,Compilerbouw,p1,C0.110,Dag2,13
Lysbeth,Compilerbouw,p1,C0.110,Dag2,13
Martin,Compilerbouw,p1,C0.110,Dag2,13
Matisse,Compilerbouw,p1,C1.112,Dag2,13
Mattijs,Compilerbouw,p1,C1.112,Dag2,13
Meta,Compilerbouw,p1,C1.112,Dag2,13
Mitzi,Compilerbouw,p1,C1.112,Dag2,13
Nadien,Compilerbouw,p1,C1.112,Dag2,13
Nanette,Compilerbouw,p1,C1.112,Dag2,13
Noud,Compilerbouw,p1,C1.112,Dag2,13
Nygel,Compilerbouw,p1,C1.112,Dag2,13
Olaf,Compilerbouw,p1,C1.112,Dag2,13
Patricia,Compilerbouw,p1,C1.112,Dag2,13
Rayen,Compilerbouw,p1,C1.112,Dag2,13
Redouane,Compilerbouw,p1,C1.112,Dag2,13
Reduan,Compilerbouw,p1,C1.112,Dag2,13
Rieke,Compilerbouw,p1,C1.112,Dag2,13
Sanja,Compilerbouw,p1,C1.112,Dag2,13
Scotty,Compilerbouw,p1,C1.112,Dag2,13
Sharan,Compilerbouw,p1,C1.112,Dag2,13
Sien,Compilerbouw,p1,C1.112,Dag2,13
Solomon,Compilerbouw,p1,C1.112,Dag2,13
Stephano,Compilerbouw,p1,C1.112,Dag2,13
Tea,Compilerbouw,p1,C1.112,Dag2,13
Thijn,Compilerbouw,p1,C1.112,Dag2,13
Titia,Compilerbouw,p1,C1.112,Dag2,13
Tom,Compilerbouw,p1,C1.112,Dag2,13
Valery,Compilerbouw,p1,C1.112,Dag2,13
Wannes,Compilerbouw,p1,C1.112,Dag2,13
Wytske,Compilerbouw,p1,C1.112,Dag2,13
Yalda,Compilerbouw,p1,C1.112,Dag2,13
Yunus,Compilerbouw,p1,C1.112,Dag2,13
Anjana,Compilerbouw practicum,p1,A1.04,Dag2,15
Annemarie,Compilerbouw practicum,p1,A1.04,Dag2,15
Brigitta,Compilerbouw practicum,p1,A1.04,Dag2,15
Callista,Compilerbouw practicum,p1,A1.04,Dag2,15
Chi,Compilerbouw practicum,p1,A1.04,Dag2,15
Christianus,Compilerbouw practicum,p1,A1.04,Dag2,15
Chrystel,Compilerbouw practicum,p1,A1.04,Dag2,15
Do?ukan,Compilerbouw practicum,p1,A1.04,Dag2,15
Enrique,Compilerbouw practicum,p1,A1.04,Dag2,15
Eveline,Compilerbouw practicum,p1,A1.04,Dag2,15
Farah,Compilerbouw practicum,p1,A1.04,Dag2,15
Federico,Compilerbouw practicum,p1,A1.04,Dag2,15
Gabriella,Compilerbouw practicum,p1,A1.04,Dag2,15
Goos,Compilerbouw practicum,p1,A1.04,Dag2,15
Hanan,Compilerbouw practicum,p1,A1.04,Dag2,15
Harwin,Compilerbouw practicum,p1,A1.06,Dag2,15
Hui,Compilerbouw practicum,p1,A1.06,Dag2,15
Johanne,Compilerbouw practicum,p1,A1.06,Dag2,15
Jory,Compilerbouw practicum,p1,A1.06,Dag2,15
Judi,Compilerbouw practicum,p1,A1.06,Dag2,15
Kenan,Compilerbouw practicum,p1,A1.06,Dag2,15
Lisse,Compilerbouw practicum,p1,A1.06,Dag2,15
Maran,Compilerbouw practicum,p1,A1.06,Dag2,15
Maurice,Compilerbouw practicum,p1,A1.06,Dag2,15
Mayla,Compilerbouw practicum,p1,A1.06,Dag2,15
Nadja,Compilerbouw practicum,p1,A1.06,Dag2,15
Nermin,Compilerbouw practicum,p1,A1.06,Dag2,15
Olle,Compilerbouw practicum,p1,A1.06,Dag2,15
Pleun,Compilerbouw practicum,p1,A1.06,Dag2,15
Rafaela,Compilerbouw practicum,p1,A1.06,Dag2,15
Rahim,Compilerbouw practicum,p1,A1.08,Dag2,15
Sahar,Compilerbouw practicum,p1,A1.08,Dag2,15
Silvie,Compilerbouw practicum,p1,A1.08,Dag2,15
Solane,Compilerbouw practicum,p1,A1.08,Dag2,15
Taeke,Compilerbouw practicum,p1,A1.08,Dag2,15
Tamar,Compilerbouw practicum,p1,A1.08,Dag2,15
Thys,Compilerbouw practicum,p1,A1.08,Dag2,15
Wissal,Compilerbouw practicum,p1,A1.08,Dag2,15
Yi,Compilerbouw practicum,p1,A1.08,Dag2,15
Yuki,Compilerbouw practicum,p1,A1.08,Dag2,15
Andre,Data Mining,h1,A1.10,Dag2,15
Ans,Data Mining,h1,A1.10,Dag2,15
Ard,Data Mining,h1,A1.10,Dag2,15
Brigitta,Data Mining,h1,A1.10,Dag2,15
